Post URL,Primary Hashtag,Username,Caption,Top Comments,Scam?,Notes/Flag,category,Scam_clean,all_text,predicted
https://www.tiktok.com/@whollesaler/video/7569411993531075870?is_from_webapp=1&sender_device=pc&web_id=7560839346250647071,#onlinebusiness,@whollesaler,#greenscreen you need to try this online business before it’s too late #amazonfba #entrepreneur #ecommerce #onlinebusiness,Wholesale,yes,Comment for course,Financial,yes,#greenscreen you need to try this online business before it’s too late #amazonfba #entrepreneur #ecommerce #onlinebusiness Wholesale #onlinebusiness,no
https://www.tiktok.com/@blackgloww/video/7621702748416888094?is_from_webapp=1&sender_device=pc&web_id=7560839346250647071,#crypto,@blackgloww,Crypto multi-millionaire ’orangie will be streaming this event on twitch @/orangieYT. #memecoin #millionaire #crypto #viral,"Don’t listen to ts. You’d become their exit liquidity, just join a solid alpha community. That’s all you literally need fr

",yes,Telling you specific date and time to invest,Financial,yes,"Crypto multi-millionaire ’orangie will be streaming this event on twitch @/orangieYT. #memecoin #millionaire #crypto #viral Don’t listen to ts. You’d become their exit liquidity, just join a solid alpha community. That’s all you literally need fr

 #crypto",no
https://www.tiktok.com/@official.sunnei/video/7635048116655344909?is_from_webapp=1&sender_device=pc&web_id=7579456402843764254,#crypto,@official.sunnei,Here’s the truth about memecoins.. 😳 #crypto #memecoins #solana,"what app is this

",yes,Promotes app,Financial,yes,"Here’s the truth about memecoins.. 😳 #crypto #memecoins #solana what app is this

 #crypto",no
https://www.tiktok.com/t/ZP8bGFvjC/,#fastong,@adampotashapproach,How to easily lose 20 pounds this month #fastong #loseit #fattofit #healthychoices,"1) ""I'm 150 I want to be 130 so I'm starting today"" (116 likes)  Creator: ""lets gooooo""
2) ""Starting at 245 on march 18"" (117 likes)
3) ""So No Carbs and High Protein Diet"" (29 likes)
4) ""Starting tomorrow! I have 60 ponds to lose...""",Yes,"Lose 20 pounds this month  unsafe timeline (safe rate is 1-2 lbs/week). Funnels to paid Monthly Membership. Pinned videos escalate: ""I guarantee you lose 5 pounds this week,"" ""200 to 150 in 3 months."" Anti-medicine framing (""No Diet, No , No "") while selling a weight loss program.",Health,yes,"How to easily lose 20 pounds this month #fastong #loseit #fattofit #healthychoices 1) ""I'm 150 I want to be 130 so I'm starting today"" (116 likes)  Creator: ""lets gooooo""
2) ""Starting at 245 on march 18"" (117 likes)
3) ""So No Carbs and High Protein Diet"" (29 likes)
4) ""Starting tomorrow! I have 60 ponds to lose..."" #fastong",no
https://www.tiktok.com/t/ZP8bGSa2u/,#weightloss,@roslyn.glows,It's time to get ready for summer girlies,"1) ""Glow diet"" 
2) ""i cant do the diet since my parents make the food "" (329 likes)
3) ""I did not see results in 3 days"" (684 likes)
4) ""What's a good protein shake to use for this diet"" (25 likes)",Yes,"Lose 30lbs in 1 month  dangerously unrealistic. Promotes ""Korean Diet Plan"" funneling to paid Glow Diet app. Claims ""Created by actual DOCTOR"" with no verification. Follows 0 accounts  content farm. Commenter appears unable to control their own meals (possibly a minor).",Health,yes,"It's time to get ready for summer girlies 1) ""Glow diet"" 
2) ""i cant do the diet since my parents make the food "" (329 likes)
3) ""I did not see results in 3 days"" (684 likes)
4) ""What's a good protein shake to use for this diet"" (25 likes) #weightloss",no
https://www.tiktok.com/t/ZP8bGFWLm/,#pilatesathomeworkout,@thenellymethod,For the girlies who LOVE Pilates on a budget  I love this at home reformer!! Beginner friendly  #tiktokshopcreatorpicks #pilatesathomeworkout #outdoorfun #pilatesboard #absworkout,"1) ""Girl it's expensive imma just put to towels on the floor"" (662 likes)  Creator: ""If you've never done Pilates before I might not do this but whatever you want queen ""
2) ""So can I throw a towel down and get going the same way orrrrr?"" (16 likes)
3) ""will this board help me glutes aswell"" (47 likes)",Yes,"Buy before it runs out + ""Price drop: 60%"" = scarcity framing. Labeled Sponsored (35.9K sold). Caption claims 10 minutes of pilates board daily eliminates stubborn belly fat  unsubstantiated.",Health,yes,"For the girlies who LOVE Pilates on a budget  I love this at home reformer!! Beginner friendly  #tiktokshopcreatorpicks #pilatesathomeworkout #outdoorfun #pilatesboard #absworkout 1) ""Girl it's expensive imma just put to towels on the floor"" (662 likes)  Creator: ""If you've never done Pilates before I might not do this but whatever you want queen ""
2) ""So can I throw a towel down and get going the same way orrrrr?"" (16 likes)
3) ""will this board help me glutes aswell"" (47 likes) #pilatesathomeworkout",no
https://www.tiktok.com/t/ZTkFwPeqN/,#fyp,@halo.dewy,LOVE THAT GIRL,"Does it acc work or they lyin (112 likes) | Show me before and after pics (681 likes) | Yall taking tape worms  | I'd be mad if my cute jeans didn't fit nomor I'm broke (3,687 likes, creator )",Yes,"Fourth affiliate posting for the same Goli ""gut cleansing gummies"" (180.1K sold). Claims bloating ""literally went away within a week."" 6,898 followers. Recognizable TikTok Shop affiliate template across posts #3539.",Health,yes,"LOVE THAT GIRL Does it acc work or they lyin (112 likes) | Show me before and after pics (681 likes) | Yall taking tape worms  | I'd be mad if my cute jeans didn't fit nomor I'm broke (3,687 likes, creator ) #fyp",no
https://www.tiktok.com/t/ZTkFwvvq1/,#fyp,@who.is.john_,Summer's almost here..,How many do you take a day? | two completely different people btw (284 likes)  Creator: Its still me just started using this... | Do u gotta be active to take it?,Yes,"TikTok Shop affiliate, same Keto Burn product. Comment calling out before/after manipulation got 284 likes  creator deflects. Bio: ""The Best TikTok Shop Deals...Jesus Christ Is #1."" Third affiliate for this product.",Health,yes,Summer's almost here.. How many do you take a day? | two completely different people btw (284 likes)  Creator: Its still me just started using this... | Do u gotta be active to take it? #fyp,no
https://www.tiktok.com/t/ZTkFKe2o8/,#ketolife,@welearn2earn,Keto Burn offers 1200mg per serving with ingredients meant for those following a ketogenic lifestyle. #ketolife #HealthAndWellnessDeals #tiktokshopblackfriday,Does it work.???? | Bro | Nahh where the warehouse videos at | Look like quick with son,Yes,"TikTok Shop deal aggregator. Pushes same Keto Burn with discount urgency (""I hope you didn't buy this cause it just went on sale""). No credentials. Sixth account in dataset pushing this one supplement product.",Health,yes,Keto Burn offers 1200mg per serving with ingredients meant for those following a ketogenic lifestyle. #ketolife #HealthAndWellnessDeals #tiktokshopblackfriday Does it work.???? | Bro | Nahh where the warehouse videos at | Look like quick with son #ketolife,no
https://www.tiktok.com/t/ZTkFKMK2e/,#cellulite,@ms_jackson1733_,Part 1 | Replying to Nads Ladies if you're insecure about your cellulite ladies try this & tag me in your results,"It worked for me. Used lymphatic shower brush, saw changes after a month (81 likes) | I'm tired of buying stuff that don't work (579 likes) | This did not work. Used the whole bottle (61 likes)",Yes,"TikTok Shop affiliate for M3 Anti Cellulite Oil (315.2K sold). Targets body insecurity directly. Multiple comments confirm the product didn't work. Topical oil cannot eliminate cellulite, which is a structural fat issue.",Health,yes,"Part 1 | Replying to Nads Ladies if you're insecure about your cellulite ladies try this & tag me in your results It worked for me. Used lymphatic shower brush, saw changes after a month (81 likes) | I'm tired of buying stuff that don't work (579 likes) | This did not work. Used the whole bottle (61 likes) #cellulite",no
https://www.tiktok.com/t/ZTkFKarxX/,#cellulitetips,@louveaderm,Models gatekeeping this... oops,cellulite is cute so no thanks (974 likes) | U can't get rid of cellulite btw (64 likes) | what's cellulite (95 likes) | me and my cellulite against the world (132 likes),Yes,"Brand account for an electric cellulite device. Other videos on the account claim ""reduced thigh cellulite by 90%""  an extreme quantified claim with no backing. Aspirational ""models gatekeeping"" framing. 1,625 followers, small but consistent in false claims.",Health,yes,Models gatekeeping this... oops cellulite is cute so no thanks (974 likes) | U can't get rid of cellulite btw (64 likes) | what's cellulite (95 likes) | me and my cellulite against the world (132 likes) #cellulitetips,no
https://www.tiktok.com/t/ZTkFKCNTd/,#celluliteroller,@shoppinghacksgirl,"Smooth legs, better circulation, and real resultsthis roller targets cellulite, supports lymphatic drainage, and feels like a deep tissue massage at home. Use daily and thank me later.","I'd get that to scratch (66 likes) | Great another thing I gotta buy, 'a few minutes a day' (142 likes) | This looks exactly like a giant dyson filter cleaner (956 likes)",Yes,"TikTok Shop affiliate, self-described ""top 1% tt shop affiliate."" Sells cellulite roller with claims it can ""fully drain the lymph in your legs""  pseudoscientific lymphatic drainage framing. No credentials. Urgency from 54% price drop.",Health,yes,"Smooth legs, better circulation, and real resultsthis roller targets cellulite, supports lymphatic drainage, and feels like a deep tissue massage at home. Use daily and thank me later. I'd get that to scratch (66 likes) | Great another thing I gotta buy, 'a few minutes a day' (142 likes) | This looks exactly like a giant dyson filter cleaner (956 likes) #celluliteroller",no
https://www.tiktok.com/t/ZTkFKnWsy/,#fyp,@gvibes.j,"Part 5 | And we making progress, thanks to this oil  #fyp #explorepage #castoroil #selfcaretips #castoroilbenefits",Yall be doing any damn thing this here internet tell you to do  (619 likes) | what about jamaican castor oil (7 likes) | And it really work doe (393 likes),Yes,"Claims applying castor oil to the belly button burns belly fat  no physiological basis for this whatsoever. ""Day 99"" repetition format builds false credibility. TikTok Shop affiliate for castor oil (239.8K sold). Top comment (619 likes) is a direct callout. Account also posts ""bleaching skin clears dark spots"" content  pattern of unsubstantiated body claims.",Health,yes,"Part 5 | And we making progress, thanks to this oil  #fyp #explorepage #castoroil #selfcaretips #castoroilbenefits Yall be doing any damn thing this here internet tell you to do  (619 likes) | what about jamaican castor oil (7 likes) | And it really work doe (393 likes) #fyp",no
https://www.tiktok.com/t/ZTkFKwst4/,#BellyFatBurner,@healthy.organic.secret,Did you knew this recipe?  For educational purposes only. Not medical advice.,"Reviews to come. My pouch is 35 inches, will report in 3 days and 7. Wishing us all good luck! (21 likes) | I wanna lose 100 pounds (0 likes) | yes I need more (0 likes) | 20 lbs plzzzz (2 likes)",Yes,"Burn belly fat in 3 days without diets  extreme timeline. ""For educational purposes only, not medical advice"" disclaimer in caption doesn't neutralize the false title claim. Same fake doctor aesthetic as post #67 (scrubs, no name/hospital). Monetizes via free ebook + subscription. Comments show people measuring waists hoping for 100 lb losses.",Health,yes,"Did you knew this recipe?  For educational purposes only. Not medical advice. Reviews to come. My pouch is 35 inches, will report in 3 days and 7. Wishing us all good luck! (21 likes) | I wanna lose 100 pounds (0 likes) | yes I need more (0 likes) | 20 lbs plzzzz (2 likes) #BellyFatBurner",no
https://www.tiktok.com/t/ZTkFKw9tG/,#wellnesstok,@glowith.vee,Find me with no waist... #wellnesstok #motivation #Fitness #oxyshred,"Pair this up with a clean diet, slight caloric deficit, cardio, and good split. Will have y'all looking soooo good (1,454 likes) | I'm officially down 27lbs catch me in premmie clothes summer 2025 (3,337 likes) | does it really work? cus if I drink this and dont lose anything ima be tight lmao (1,352 likes)",Yes,"Sponsored post for EHPlabs OxyShred. Calls it ""skinny juice 3000""  implies weight loss from a pre-workout, which is misleading. Pre-workouts don't cause fat loss. Sponsored label is present but the core framing is still deceptive. Top comment (1,454 likes) correctly notes diet and cardio are what actually produce results.",Health,yes,"Find me with no waist... #wellnesstok #motivation #Fitness #oxyshred Pair this up with a clean diet, slight caloric deficit, cardio, and good split. Will have y'all looking soooo good (1,454 likes) | I'm officially down 27lbs catch me in premmie clothes summer 2025 (3,337 likes) | does it really work? cus if I drink this and dont lose anything ima be tight lmao (1,352 likes) #wellnesstok",no
https://www.tiktok.com/t/ZTkFEfHR3/,#wellness,@sian.duggan,good morning from me and my 100 beverages  #wellness #morningroutine #wellnesstips #seamoss #glutathione #wellnessjourney #wellnessinfluencer @Cymbiotika,What is elderberry tea good for? (6 likes) | THIS is my kind of content!!! (8 likes) | How can you drink this many things just in the morning (23 likes) | how do you make the elderberry tea (1 like),Yes,"UGC creator (""ugc & pr"" in bio) tagging @Cymbiotika  likely paid or gifted post with no Ad or Sponsored disclosure. Promotes alkaline water (body regulates pH regardless of diet), oral glutathione (minimal bioavailability vs IV), sea moss, ceremonial cacao. No credentials. Micro-influencer in a supplement brand pipeline.",Health,yes,good morning from me and my 100 beverages  #wellness #morningroutine #wellnesstips #seamoss #glutathione #wellnessjourney #wellnessinfluencer @Cymbiotika What is elderberry tea good for? (6 likes) | THIS is my kind of content!!! (8 likes) | How can you drink this many things just in the morning (23 likes) | how do you make the elderberry tea (1 like) #wellness,no
https://www.tiktok.com/t/ZTkFENecY/,#castoroil,@tabrestored_,"As a holistic practitioner whose body healed from multiple chronic illnesses, castor oil pack is an ancient remedy I swear by. Quality matters  which is why I created my own brand @BeautifullyBalancedWellness. BOGO sale this week only.",Love this  (0 likes) | Oooo I love this so much! Also where did you get your pants?! (0 likes),Yes,"Holistic practitioner is not a licensed credential. Claims castor oil ""goes deep into the cells to help support detox""  pseudoscientific. Sells own brand product (conflict of interest). Profile contains dangerous medical misinformation: posts claiming 98% of breast cancer patients had root canal-treated teeth, a discredited claim from a fringe source. No credentials, no disclaimers.",Health,yes,"As a holistic practitioner whose body healed from multiple chronic illnesses, castor oil pack is an ancient remedy I swear by. Quality matters  which is why I created my own brand @BeautifullyBalancedWellness. BOGO sale this week only. Love this  (0 likes) | Oooo I love this so much! Also where did you get your pants?! (0 likes) #castoroil",no
https://www.tiktok.com/t/ZTkFEPXyD/,#cleannutra,@lamienab,"When you tell your doctor you got a natural way to lower your A1C, #cleannutra #cleannutranewarrivals","My Dad did it with simply diet and exercise and when he went back to the doctor, they acted like they were mad at him for lowering it without their medicine (18 likes) | how much are we supposed to take (0 likes) | I'm going to order this product today for my A1C (3 likes)",Yes,"Doctors don't want you to know this!!! framing. Claims supplement lowers A1C  a serious medical claim targeting diabetic patients. TikTok Shop affiliate (""LOW STOCK"" urgency). Comments show people buying this to manage actual A1C levels. Dangerous for a diabetic population that may reduce or delay actual medical care. No credentials, no disclaimers.",Health,yes,"When you tell your doctor you got a natural way to lower your A1C, #cleannutra #cleannutranewarrivals My Dad did it with simply diet and exercise and when he went back to the doctor, they acted like they were mad at him for lowering it without their medicine (18 likes) | how much are we supposed to take (0 likes) | I'm going to order this product today for my A1C (3 likes) #cleannutra",no
https://www.tiktok.com/t/ZTkFEhCv4/,#homeremedies,@karl_the_creator,They don't want you to know  #homeremedies #hollisticwellness #homeremedy #tiktokmademebuyit,"What about boldness  (1 like) | the sun, exercise, diet, rest friends self respect (2 likes) | Will it cure my bowel stricture and obstructions (0 likes)",Yes,"THE DOCTORS DONT WANT YOU TO KNOW THIS  strongest anti-establishment phrase in the dataset. TikTok Shop affiliate. Explicit UGC-for-hire creator (""Karl.ugc@outlook.com,"" ""UGC examples"" playlist). General lifestyle product reviewer with no health background making health claims. Commenter asking if product can cure bowel strictures gets no correction.",Health,yes,"They don't want you to know  #homeremedies #hollisticwellness #homeremedy #tiktokmademebuyit What about boldness  (1 like) | the sun, exercise, diet, rest friends self respect (2 likes) | Will it cure my bowel stricture and obstructions (0 likes) #homeremedies",no
https://www.tiktok.com/t/ZP8bn9BTs/,#lymphaticdrainage,@tlynanxio,"Facial dry brushing and gua sha have been my go-to for a quick, natural glow. They help with lymphatic drainage, reduce puffiness, and give your jawline that snatched, sculpted look without any irritation. #lymphaticdrainage #drybrushing #guasha #antiaging #tiktokshopcreatorpicks",Donatella: Oh u sold the hell out of this (90.8K likes) | Tallulah: Gua sha is much better. Theres a reason they've been around for centuries. (844 likes) | Kelly: I just don't understand why a brush would be more sanitized then a guasha? (770 likes),Yes,"Explicit UGC-for-hire creator (ugc email in bio, ""TTS Bestie"" identity). TikTok Shop affiliate for a Lymphatic Drainage Dry Brush. Claims the brush provides lymphatic drainage and sculpts the jawline  unsubstantiated. Top comment with 90.8K likes says ""Oh u sold the hell out of this""  the audience itself is naming the sales tactic.",Health,yes,"Facial dry brushing and gua sha have been my go-to for a quick, natural glow. They help with lymphatic drainage, reduce puffiness, and give your jawline that snatched, sculpted look without any irritation. #lymphaticdrainage #drybrushing #guasha #antiaging #tiktokshopcreatorpicks Donatella: Oh u sold the hell out of this (90.8K likes) | Tallulah: Gua sha is much better. Theres a reason they've been around for centuries. (844 likes) | Kelly: I just don't understand why a brush would be more sanitized then a guasha? (770 likes) #lymphaticdrainage",no
https://www.tiktok.com/t/ZTks4PuGr/,#weightlosschallengs,@project.s.lifestyle,20 tips to lose 20 lbs FAST — Rapid Fire Edition. Want to lose 20-50 lbs? Apply for coaching in my bio.,"Molly: I haven't lost weight on the scale, but I definitely look slimmer and skinnier... I even started taking more vitamins (948 likes) | underripe blackberry: Rome wasn't built in a dayyyy (923 likes) | Kirsten Eliza: Yes 20 pounds is all I want to lose (659 likes)",Yes,Second entry from @project.s.lifestyle. '20 tips to lose 20 lbs FAST' with direct coaching pitch in caption. 'QUICK DISCLAIMER' in video does not neutralize the rapid loss title claim. 33.2K likes. Reinforces prior entry's pattern.,Health,yes,"20 tips to lose 20 lbs FAST — Rapid Fire Edition. Want to lose 20-50 lbs? Apply for coaching in my bio. Molly: I haven't lost weight on the scale, but I definitely look slimmer and skinnier... I even started taking more vitamins (948 likes) | underripe blackberry: Rome wasn't built in a dayyyy (923 likes) | Kirsten Eliza: Yes 20 pounds is all I want to lose (659 likes) #weightlosschallengs",no
https://www.tiktok.com/t/ZTks4SbY6/,#weightloss,@em.sheldon,"how to lose the weight quickly & SO easily — it truly all starts in your mind queens!! choose to think, act & FEEL like yo...","эКатя: Dude, I went on a diet, drank more water & did multiple daily workouts. I GAINED weight (873 likes) | Sahar_D_khan: but it takes so long 😭 why not happen over night 😂 (520 likes) | Sol: I used to get so caught up in what I wanted to achieve, but now I'm more focused on the journey... (462 likes)",Yes,"'Lose weight quickly & SO easily' combined with manifestation framing ('it all starts in your mind'). Pure lifestyle influencer, no credentials. TikTok algorithm routing to manifestation content ('subliminal method for manifesting'). Profile includes 'skinny girl' content. 8M views on this video. Talent agency represented (grail-talent.com). Top comment (873 likes) debunks the premise from personal experience.",Health,yes,"how to lose the weight quickly & SO easily — it truly all starts in your mind queens!! choose to think, act & FEEL like yo... эКатя: Dude, I went on a diet, drank more water & did multiple daily workouts. I GAINED weight (873 likes) | Sahar_D_khan: but it takes so long 😭 why not happen over night 😂 (520 likes) | Sol: I used to get so caught up in what I wanted to achieve, but now I'm more focused on the journey... (462 likes) #weightloss",no
https://www.tiktok.com/@workfromhome.bestie/video/7624372923104496909?q=workfromhome&t=1775583998653,#workfromhome,@workfromhome.bestie,If you’re looking to get hired fast check this listing out it was just posted today‼️ they’re looking to hire fast! 💨,U have to pay to get the job tho..,yes,Looks like a scam since people have to pay to get the job. The creator of the video responded to a comment confirming that people have to pay for it ,Lifestyle,yes,If you’re looking to get hired fast check this listing out it was just posted today‼️ they’re looking to hire fast! 💨 U have to pay to get the job tho.. #workfromhome,no
https://www.tiktok.com/@calebboxxofficial/video/7591495936275123487?q=faceless%20business&t=1775584611010,#facelessbusiness,@calebboxxofficial,Here’s what I did to build a $40k/mo YouTube faceless business with ai,Class,yes,Claims people can make 40K per month. Sounds too good to be true. He's also asking people to DM him for his class,Lifestyle,yes,Here’s what I did to build a $40k/mo YouTube faceless business with ai Class #facelessbusiness,no
https://www.tiktok.com/@tupilo57/video/7511533205619477806?q=tiktok%20made%20me%20buy%20it&t=1775653922593,#tiktokmademebuyit,@tupilo57,Only hashtags,Don't waste your money,yes,"Claiming that this product is 10 times better than working out. No credible source, negative comments",Lifestyle,yes,Only hashtags Don't waste your money #tiktokmademebuyit,no
https://www.tiktok.com/@puzzle_go1/video/7061255208411630854?q=tiktokmademebuyit%20lose%20weight&t=1775654238527,#tiktokmademebuyit,@puzzle_go1,Wow so nice,No comments,yes,"Promoting a product for weight loss. Advertising not to workout and just use this. Weird/red flag username, no real medical advice",Lifestyle,yes,Wow so nice No comments #tiktokmademebuyit,no
https://www.tiktok.com/@stephaniarahme/video/7576776530907401480?q=musthaves&t=1775329127020,#musthaves,@stephaniarahme,must haves you need right now,where is this from,yes,Product-focused content likely promoting items with consumer appeal and potential affiliate intent.,Lifestyle,yes,must haves you need right now where is this from #musthaves,no
https://www.tiktok.com/@camilajamilex/video/7329005752469753131?q=musthaves&t=1775329127020,#musthaves,@camilajamilex,things you need in your life,adding this to my cart,yes,Encourages purchasing behavior through showcasing trending items without providing critical evaluation.,Lifestyle,yes,things you need in your life adding this to my cart #musthaves,no
https://www.tiktok.com/@parker_ewing/video/7603527474244242701?q=musthaves&t=1775329127020,#musthaves,@parker_ewing,amazon must haves,need this asap,yes,Clear consumer-driven content highlighting products likely tied to affiliate links or viral marketing.,Lifestyle,yes,amazon must haves need this asap #musthaves,no
https://www.tiktok.com/@glamouristadiaries/video/7612287575012674824?q=musthaves&t=1775329127020,#musthaves,@glamouristadiaries,must have essentials,obsessed with this,yes,Product recommendation content emphasizing desirability without evidence or necessity justification.,Lifestyle,yes,must have essentials obsessed with this #musthaves,no
https://www.tiktok.com/@elysian.living/video/7525578142111567135?q=musthaves&t=1775329127020,#musthaves,@elysian.living,luxury must haves,this is so aesthetic,yes,Aesthetic lifestyle content promoting products as essentials which may drive unnecessary consumerism.,Lifestyle,yes,luxury must haves this is so aesthetic #musthaves,no
https://www.tiktok.com/@_thecamlee/video/7626019181892275477?q=study%20tools&t=1775657685664,#studytok,@_thecamlee,POV: you finally understand physics thanks to the right tool 😭,No comments,yes,"Promoting AI tool (HIX AI) to study. Upon research, it's a bad AI tool and not free",Lifestyle,yes,POV: you finally understand physics thanks to the right tool 😭 No comments #studytok,no
https://www.tiktok.com/@studieswithsam/video/7626159380790201621?q=study%20tools&t=1775657685664,#studytok,@studieswithsam,This study tool saved me,Claim,yes,Promoting a bad AI tool. Doesn't work as well as claimed in the video,Lifestyle,yes,This study tool saved me Claim #studytok,no
https://www.tiktok.com/@worksmartwithhanna/video/7626200202038283534?q=study%20tools&t=1775657685664,#studytok,@worksmartwithhanna,time to lockin,i just let walter do its thing and it’s always fine idk how though wild,yes,Promoting a bad AI tool. Doesn't work as well as claimed in the video,Lifestyle,yes,time to lockin i just let walter do its thing and it’s always fine idk how though wild #studytok,no
https://www.tiktok.com/@studywith_sher/video/7624046321720216853?q=study%20tools&t=1775657685664,#studytok,@studywith_sher,study like an ASIAN GENIUS 🌟🧠,hey can you do a vedio about studying for high school students,yes,Promotes an AI tool which is not free,Lifestyle,yes,study like an ASIAN GENIUS 🌟🧠 hey can you do a vedio about studying for high school students #studytok,no
