Post URL,Primary Hashtag,Username,Caption,Top Comments,Scam?,Notes/Flag
https://www.tiktok.com/t/ZP8bG8p9p/,#holistichealth,@holisticspoild,No gatekeeping  #holistichealth #naturalremedies #holistichealing #womenshealth #batanaoil,"1) ""Soon as I see batana oil..I knew."" (338 likes)
2) ""84 my back side "" (1,538 likes)
3) ""love this ..but I got little dark eyes circles n they have refused to go away.. anyone help please?"" (6 likes)
4) ""your so beautiful. what do you use for skincare?"" (10 likes)",Yes,"Claims to look ""like a 50 year old at 83"" from holistic remedies. Bio is a direct sales funnel to Amazon (spoild.us). Handle @holisticspoild reveals it's a brand account for SPOILD batana oil. Follows 4 accounts  content farm. Wears scrubs, no credentials."
https://www.tiktok.com/t/ZP8bGFE3C/,#rawhoney,@wellnesswithlinds,"Part 3 | And not to mention it tastes great! Its just lemons, raw honey, and sage. Leave on the counter for a week, burping and shaking it each day. After one week leave in the fridge for a month then strain. Can keep honey in the fridge for a year or more. #rawhoney #fermentedhoneygarlic #sorethroatremedy #sorethroatrelief #coldrelief","1) ""Why sage for anti microbial properties when honey does that?"" (27 likes)
2) ""What do you do if you're allergic to honey??"" (12 likes)
3) ""How long does this keep for?"" (80 likes)  Creator: ""I keep it in the fridge and the longest I've had it was 6 months but a few books I've read said it can keep 1-2 years."" (225 likes)",No,"DIY lemon/honey/sage remedy  not pushing a product. ""Natural pharmacy at home"" framing edges toward pseudoscience but the remedy is traditional and not dangerous. Creator engages thoughtfully in comments. The broader account makes stronger health claims (preconception supplements) but this specific post doesn't cross the line."
https://www.tiktok.com/t/ZP8bGMmUu/,#immunesupport,@thewellnesspharm,"Annoying cough that won't go away? Feel like you just got hit by a bus? Or just trying to not get sick in the first place??? Make this immune tea! (It's only 3 ingredients and so powerful) Recipe: 1-2 tsp whole cloves, cinnamon stick, handful of chopped ginger. Boil in water & let it simmer for 10-15 min. Benefits: Slows viral replication, Breaks up mucus + calms cough, Reduces inflammation. Drink 1-2 cups daily when sick (not daily forever). #immunesupport #herbalremedies","1) ""So is this why ph is helps a lot when you're sick? "" (65 likes)
2) Dr. Sue Ojageer, PharmD: ""Omg !!!!! Yes!!!!!! ..... i also add star anise and it works wonders!!!"" (81 likes)
3) ""Cloves are so good "" (6 likes)
4) ""Thankyou what it u have no cloves"" (2 likes)",No,"Pharmacist credential. DIY tea with common kitchen ingredients (cloves, cinnamon, ginger). A PharmD validates the recipe in comments. ""STRONGER THAN DAYQUIL"" is an overclaim but ginger and cloves do have anti-inflammatory properties. Pinned videos warn against viral supplements."
https://www.tiktok.com/t/ZP8bGFvjC/,#tiktokshopspringglowup,@cliplagoon,Get ready for summer ladies #tiktokshopspringglowup #hotgirlsummer #GlowUp #bloated,"1) ""I'm only 21 but I'm not allowed to take pills  any help??"" (5 likes)
2) ""yu gotta workout using this right??""  Creator: ""i don't do cardio just gym""
3) ""Whats it do?"" (3 likes)
4) ""do u take em w food or w out?""",Yes,"TikTok Shop affiliate for Keto Burn (26.5K sold). Account built around body insecurity  ""cortisol holding you back,"" ""you weren't ugly, your cortisol was just high,"" ""chubby cheeks."" Pseudoscience framing (lymphatic draining, cortisol). Comments include a 21yo asking about pills. Follows 6 accounts  affiliate content farm."
https://www.tiktok.com/t/ZP8bGFvjC/,#fastong,@adampotashapproach,How to easily lose 20 pounds this month #fastong #loseit #fattofit #healthychoices,"1) ""I'm 150 I want to be 130 so I'm starting today"" (116 likes)  Creator: ""lets gooooo""
2) ""Starting at 245 on march 18"" (117 likes)
3) ""So No Carbs and High Protein Diet"" (29 likes)
4) ""Starting tomorrow! I have 60 ponds to lose...""",Yes,"Lose 20 pounds this month  unsafe timeline (safe rate is 1-2 lbs/week). Funnels to paid Monthly Membership. Pinned videos escalate: ""I guarantee you lose 5 pounds this week,"" ""200 to 150 in 3 months."" Anti-medicine framing (""No Diet, No , No "") while selling a weight loss program."
https://www.tiktok.com/t/ZP8bGjwyj/,#weightloss,@jessicuhaa,Part 2 | your event is quickly coming up and you desperatly want to lose a little bit of fat/weight beforehand. Follow these 5 non restrictive tips to help you do just that! #fyp #tips #howto #healthyliving #health #wellness #fatloss #forthegirls #weightloss #GlowUp #habits #levelup #foryou,"1) ""I like to brush my teeth and put in my retainer after my last meal to discourage me from eating again"" (4,600 likes)
2) ""All or nothing mindset called me out"" (1,543 likes)
3) ""can you please give examples of food high in fiber that will help reach daily goal?"" (435 likes)
4) ""As Gordon Ramsay said, the star of your meals should ALWAYS be a protein. That's helped me so much.""",No,"General lifestyle advice (protein, fiber, not eating close to bed). Not selling anything. No extreme claims. Has monetization features in bio but this post isn't a sales funnel. Comments are genuine. Framing plays slightly on insecurity but tips are reasonable."
https://www.tiktok.com/t/ZP8bGBFqd/,#aggressivecut,@builtbyashton,Want to lose weight FAST?? Do an aggressive cut  #aggressivecut #weightlosstip #howtolosefat,"1) ""I'm Losing my mind. I'm trying to be 115 currently 121  I'm 5'3 so 121 doesn't look like 121 on me"" (24 likes)
2) ""The agressive cut is the only way to cut"" (506 likes)  Creator: ""No need to drag it out!!""
3) ""That's 940 calories."" (30 likes)  Creator: ""Increase your activity and focus on building muscle first!""
4) Search term: ""aggressive cut for girls teenager""",Yes,"Self-titled ""Fitness Coach,"" no listed credentials. Promotes an ""aggressive cut""  commenters calculated roughly 940 cal/day, which is dangerously low. Funnels to paid 1:1 coaching. A commenter at 5'3""/121lbs is being encouraged toward an already unhealthy goal weight. Google autofill includes ""aggressive cut for girls teenager"" suggesting teens in audience."
https://www.tiktok.com/t/ZP8bGeYGj/,#dermatologist,@dermangelo,What doctors don't want you to know. #doctor #dermatologist #dermangelo #health,"1) ""The people arguing that doctors want you to get vaccinated because it makes them money. "" (20 likes)
2) ""'There are many people out there who could do with more knowing' totally agree "" (7 likes)
3) ""Information doctors don't want you to know: whatever tf is always written on my FMLA papers...""
4) ""are there any vitamins you recommend everyone to take?""",No,"MD FAAD (board-certified dermatologist). ""What doctors don't want you to know"" is satirical here  a real doctor using the scam phrase to debunk misinformation. Not selling anything. Comments confirm the audience gets the joke. Useful edge case for codebook: scam language used in satirical/educational context by a credentialed creator."
https://www.tiktok.com/t/ZP8bsoU5m/,#dentist,@drshaadimanouchehri,#dentist #dentalhack #charcoaltoothpaste #fyp #dentaltok #dentaladvice #dentalhealth #londondentist #christmas #christmastips,"1) ""Haven't used Fluoride toothpaste in almost 10yrs... . Guess how many cavities I've had... none."" (377 likes)
2) ""i've never had a cavity why's that?"" (7 likes)
3) ""I don't think dentists are keeping that from anyone"" (15 likes)
4) ""does xylitol gums really help to prevent cavities?"" (14 likes)",No,"Actual dentist (links to dental practice). ""Your dentist doesn't want you to know these secrets"" is clickbait but she IS a dentist  same satirical pattern as post #22. Content saves patients money. Not selling supplements. Second example of credentialed creators reclaiming scam phrases."
https://www.tiktok.com/t/ZP8bsKyx7/,#health,@taylorloveshealth,"20 things your doctor won't tell you: 1. Drink reverse osmosis water 2. Stop taking multivitamins 3. Don't take vitamin D every day 4. Avoid vitamin K2 in the MK7 form  it's a PGP inhibitor 5. Take essential amino acid tablets instead of collagen or whey protein 6. Check your zinc, copper, vitamin A, and retinol binding protein levels together... [20 items total]","1) ""I'm listening.. but I'm overwhelmed."" (169 likes)
2) ""Secret to everything is true gut health"" (421 likes)
3) ""Can someone recommend a reverse osmosis water filter"" (38 likes)
4) ""Perfect Aminos is TOP TIER!! Been on them since they dropped!"" (43 likes)",Yes,"No medical credentials, bio: ""how the body actually works."" Makes 20+ specific claims contradicting mainstream medical consensus (stop vitamin D, avoid fish oil, stop eating salmon). Funnels to paid guide + Subscription. Uses pseudo-scientific jargon without backing. Comments show viewers overwhelmed and buying the guide."
https://www.tiktok.com/t/ZP8bGSRrD/,#doctor,@doctoryoun,Secrets Doctors Don't Want You To Know! #doctor #secrets #medicine #doctorlife #medicalstudent #resident #LearnOnTikTok,"1) ""As long as they aren't listening to another one bites the dust then I'm fine"" (3,776 likes)
2) ""Wait wait what practicing doing stitches on someone dont they have to ask before the surgery"" (83 likes)
3) ""And also they love to gossip while doing surgeries "" (14 likes)
4) ""They actually really don't want you to know about the jokes and comments they say about you when your put under.""",No,"Board-certified plastic surgeon, verified, 8.5M followers. ""Secrets Doctors Don't Want You To Know"" is clearly comedic content. Disclaims no medical advice. Has playlists debunking bad content. Third example of credentialed doctors using scam phrases satirically  contrast with post #24."
https://www.tiktok.com/t/ZP8bsK8vJ/,#fyp,@biohackbossmd,wanna get rid of belly fat? #fyp,"1) ""the chat gpt inserts "" (1,807 likes)
2) ""The belly fat struggle is so real honestly  I spent years trying different diets and ab workouts... Then a girl in..."" (1,628 likes)
3) ""I drink hot lemon water in the morning and my bloating is gone and my tummy is much flatter"" (90 likes)",Yes,"Has MD credential but operates as wellness influencer. ""How to shred belly fat"" + ""Stop scrolling"" is clickbait, not medical education. Top comment (1,807 likes) calls out ""chat gpt inserts"" in the content. Second top comment reads like a planted testimonial. Funnels to continuum-wellness.com. MD credential used to lend authority to influencer marketing."
https://www.tiktok.com/t/ZP8bGJ6e5/,#abworkout,@kalistarner,My favorite ab workout when all I wanna do is stay home,"1) ""That's the only an machine that I've seen that actually looks like it works. Besides an ab wheel of course."" (301 likes)
2) ""what does the outside temp have to do with an indoor workout?"" (87 likes)
3) ""Mine absolutely humbled me "" (5 likes)
4) ""Can you fold it? I want to see if I can put it under my bed lol""",No,"UGC fashion & fitness affiliate for a home ab trainer via TikTok Shop (82% off). Product review, no health claims or pseudoscience. Comments ask genuine product questions (storage, how it works). Not making unsupported health claims."
https://www.tiktok.com/t/ZP8bGSa2u/,#weightloss,@roslyn.glows,It's time to get ready for summer girlies,"1) ""Glow diet"" 
2) ""i cant do the diet since my parents make the food "" (329 likes)
3) ""I did not see results in 3 days"" (684 likes)
4) ""What's a good protein shake to use for this diet"" (25 likes)",Yes,"Lose 30lbs in 1 month  dangerously unrealistic. Promotes ""Korean Diet Plan"" funneling to paid Glow Diet app. Claims ""Created by actual DOCTOR"" with no verification. Follows 0 accounts  content farm. Commenter appears unable to control their own meals (possibly a minor)."
https://www.tiktok.com/t/ZP8bGrrNY/,#treadmill,@kjenner.tts,this thing is AMAZING !! i love it!! #treadmill #tiktokshop #10ksteps #newyearme,"1) ""very easy if you're unemployed which i'm NOT "" (725 likes)
2) ""1hour in the morning, 1 hour at night, work 9-6 it can be done"" (412 likes)
3) ""How loud is it?"" (7 likes)
4) ""Is it smart to do this on carpet?""",No,"TikTok Shop affiliate for a treadmill. Not making health claims  just showing she uses it for 10K steps. Comments are practical. Bio: ""cute + affordable finds."" Has PCOS supplement content elsewhere but this post is a straightforward product review."
https://www.tiktok.com/t/ZP8bGFWLm/,#pilatesathomeworkout,@thenellymethod,For the girlies who LOVE Pilates on a budget  I love this at home reformer!! Beginner friendly  #tiktokshopcreatorpicks #pilatesathomeworkout #outdoorfun #pilatesboard #absworkout,"1) ""Girl it's expensive imma just put to towels on the floor"" (662 likes)  Creator: ""If you've never done Pilates before I might not do this but whatever you want queen ""
2) ""So can I throw a towel down and get going the same way orrrrr?"" (16 likes)
3) ""will this board help me glutes aswell"" (47 likes)",Yes,"Buy before it runs out + ""Price drop: 60%"" = scarcity framing. Labeled Sponsored (35.9K sold). Caption claims 10 minutes of pilates board daily eliminates stubborn belly fat  unsubstantiated."
https://www.tiktok.com/t/ZP8bGFKcr/,#antiinflammatorydiet,@arlenelean,Ask chat GPT to create an anti inflammatory diet based on your profile (height/weight). On the weekends I'll be more flexible but still anti inflammatory focused... It's extremely sustainable! I'm also more mindful of my workout schedule... Every body is different! #antiinflammatorydiet #wellness #health #cleaneating #cleanse,"1) ""i lost over 40 pounds being anti inflammatory"" (39 likes)
2) ""Rice and yogurt?  those can't possibly be anti inflammatory"" (163 likes)  Creator: ""Umm a simple search will teach you that rice is neutral and yogurt is anti inflammatory health police.""
3) ""And drink dandelion root and leaf tea and hour before bed """,No,"Shares personal anti-inflammatory diet experience, not selling anything. Says ""Every body is different!""  responsible caveat. Advice is general lifestyle (balanced eating, walking, Pilates). No supplements, no product funnel. Has monetization links but this post isn't using them."
https://www.tiktok.com/t/ZP8bGgaTp/,#fyp,@aaidaanaaaa,click orange cart to order heheheh #fyp #facemask #SelfCare #skincare,how'd does this one work compared to expensive high quality brands?? | I NEED ONE,Yes,"TikTok Shop affiliate. No credentials, bio says ""having fun on tik tok shop!"" Sells Red Light Therapy mask (35.8K sold, 54% off). Claims mask puts creator ""always in a good mood."" Mental health claim with no evidence. Engagement bait (""click orange cart"")."
https://www.tiktok.com/t/ZP8bGsdvb/,#fyp,@elisewetherholt,how the anti-inflammatory diet made my appetite disappear #fyp #appetite,"The anti inflammatory diet quite literally saved my life (12.4K likes) | 100%. I've been on anti inflammatory diet for about 2 weeks now. The difference is absolutely insane. (7,741 likes) | It's fiber. People need fiber. (29.3K likes)",No,"Educational content about anti-inflammatory eating  evidence-based dietary pattern. Not selling a product in this post. Offers a free food noise guide. Top comment ""It's fiber"" suggests a science-aware audience."
https://www.tiktok.com/t/ZTkFwQKfa/,#applecidervinegar,@jacqueline_bazzell,Apple cider vinegar gummies are not for the weak #applecidervinegar,No they actually taste so bad but it has helped my gut health and made me feel skinnier soo (484 likes) | Am I the only one who actually likes the taste  (250 likes) | Results? | I like the taste,No,"Small account (414 followers). Honest, self-aware review of ACV gummies  admits they taste terrible and jokes ""these better make me skinny."" No sales pitch, no affiliate link. Actually a negative review."
https://www.tiktok.com/t/ZTkFwf2SG/,#weightloss,@haysshopfindz,This is actually insane. #weightloss #transformation #GlowUp,"I am almost done with it, I don't think I'm doing it right. | Creator reply: When are you taking them and how many? | i saw these at tjmaxx n was gonna get them but they expire in 2 months (730 likes) | could you dropp an ingredient list?",Yes,"TikTok Shop affiliate for Goli ""Metabolism boost"" gummies (180.1K sold, 40% off). Before/after implication with jeans photo after three weeks. Bio: ""Helping girlies like me heal their gut""  no credentials. Targets body image insecurity."
https://www.tiktok.com/t/ZTkFwUjee/,#ResetYourBody,@ana.wellness,Lose weight eating gummies. #ResetYourBody #FeelGood #goli #vitamins #bloated #titkokshop #applevinegar #TummyGoals,question (please answer): how do the gummies work? like do they make you less hungry? (17 likes) | Do I take it before dinner or after? How does it work? (27 likes) | Is that for kids | How many do u eat at one time,Yes,"Spanish-language wellness account. Sells same Goli ACV gummies as posts #35, #38, #39 (180.1K sold). Claims ""Lose weight eating gummies,"" ""goodbye to being bloated,"" ""bikini season."" No credentials. Same affiliate network, different creator."
https://www.tiktok.com/t/ZTkFwSc1R/,#fyp,@uluvdanika,this is my second pack i love them #fyp #kindpatches #kindpatchesglp1 #glp1 #foryou,"Food noise isn't hunger y'all. Food noise is the constant obsessive thoughts about food... (9,194 likes) | i got bored hunger. i eat when im bored (3,285 likes) | Berberine can't be absorbed through the skin. (10 likes)",Yes,"TikTok Shop berberine patches (478.3K sold). Claims they remove ""food noise"" and implies GLP-1-like effects via #glp1 hashtags  misleading. 18yo fashion influencer. Key issue: berberine cannot be absorbed transdermally, which a commenter correctly points out."
https://www.tiktok.com/t/ZTkFwqYP6/,#results,@dealsbysara,This video was also taken 30secs after I had dinner #results #resultsmayvary #tiktokshopjumpstartsale,"yall these really only help you lose weight when they're used alongside working out, but they do work and help (1,201 likes, creator ) | I get scared I'm gonna get sick or smth from taking them | Broke=drink from the bottle | Nah I tried these and if y'all can get past the taste then I applaud y'all",Yes,"I saw results in 12hrs + ""video taken 30secs after I had dinner""  physiologically impossible claim. Content farm account (5,748 followers). Third affiliate pushing the same Goli product with escalating false claims. Targets bikini season insecurity."
https://www.tiktok.com/t/ZTkFwPeqN/,#fyp,@halo.dewy,LOVE THAT GIRL,"Does it acc work or they lyin (112 likes) | Show me before and after pics (681 likes) | Yall taking tape worms  | I'd be mad if my cute jeans didn't fit nomor I'm broke (3,687 likes, creator )",Yes,"Fourth affiliate posting for the same Goli ""gut cleansing gummies"" (180.1K sold). Claims bloating ""literally went away within a week."" 6,898 followers. Recognizable TikTok Shop affiliate template across posts #3539."
https://www.tiktok.com/t/ZTkFwcJ6p/,#cheekybonsai,@cheekybonsai,gamer charger for my gut health with Cheeky Bonsai Balanced Babe probiotic gummies   #cheekybonsai #byebyeuti #balancedbabe #urinaryhealth #probiotics #womenshealth,does it shrink waist and stomach? (13 likes) | Do they help with bloating?? Creator: yes! They help regulate digestion  | I just bought the bye bye uti powder today! Praying it helps!!!!,No,"Verified brand account (IXXA, INC.) selling probiotics for vaginal/urinary health. Legitimate product category. A commenter asks about ""gummies that make you skinny"" and the creator only says ""Everyday"" without correcting the misconception  misleading by omission but not actively claiming weight loss."
https://www.tiktok.com/t/ZTkFwvxCk/,#tiktokshopspringglowup,@cliplagoon,Get ready for summer ladies #tiktokshopspringglowup #hotgirlsummer #GlowUp #bloated,I'm only 21 but I'm not allowed to take pills  | do u take em w food or w out? | Does it work  Creator: yes it did very well for me,Yes,"TikTok Shop affiliate for Keto Burn (27.1K sold). ""Proof keto burning is the fastest glow up""  unsubstantiated. Bio: ""Only promoting genuine beneficial products"" but no credentials. Second account in dataset pushing this exact product."
https://www.tiktok.com/t/ZTkFwvvq1/,#fyp,@who.is.john_,Summer's almost here..,How many do you take a day? | two completely different people btw (284 likes)  Creator: Its still me just started using this... | Do u gotta be active to take it?,Yes,"TikTok Shop affiliate, same Keto Burn product. Comment calling out before/after manipulation got 284 likes  creator deflects. Bio: ""The Best TikTok Shop Deals...Jesus Christ Is #1."" Third affiliate for this product."
